pre,rhu_avg,ssh,tem_avg,tem_max,tem_min,vap_avg,win_s_max,win_s_2mi_avg,wind,radiation,gst_avg_5cm,gst_avg_10cm,gst_avg_20cm,gst_avg_40cm,dpt_avg,rhu_min,rhu_max,wind_describe,wins_scale,nrd,datetime
0.0,40.49,6.68,5.76,11.85,-0.45,3.79,4.51,1.85,83.98,13.79,6.22,6.18,7.13,6.38,-6.63,32.27,57.73,东风,2.0,10.62,2025-02-18
0.0,28.36,0.0,5.47,7.52,3.79,2.62,5.24,2.82,101.31,6.56,4.1,4.17,7.17,6.61,-11.42,15.16,41.08,东风,2.0,5.05,2025-02-19
0.38,56.12,0.0,4.01,5.84,2.08,4.58,4.84,1.43,105.48,6.0,2.73,2.83,6.59,6.52,-3.94,16.88,88.19,东风,1.0,4.62,2025-02-20
0.36,77.3,0.94,2.7,6.92,0.02,6.17,1.79,1.41,138.69,10.92,3.18,3.21,6.3,6.32,-0.88,44.41,93.05,东南风,1.0,8.41,2025-02-21
0.0,70.25,0.0,3.01,5.45,1.36,5.45,3.73,2.15,104.2,7.71,2.88,2.97,6.45,6.51,-1.87,59.14,77.63,东风,2.0,5.94,2025-02-22
0.0,58.31,8.64,1.84,7.8,-4.19,3.94,3.92,1.61,133.3,17.39,3.84,3.88,5.93,6.21,-5.47,26.35,90.92,东南风,2.0,13.39,2025-02-23
0.0,49.36,6.17,2.06,9.87,-5.2,3.43,2.59,0.92,195.85,15.25,4.15,4.18,6.04,6.16,-7.44,25.59,75.29,南风,1.0,11.74,2025-02-24
0.0,41.07,7.47,8.15,16.34,3.02,4.22,5.16,2.92,247.12,16.79,6.84,6.74,7.33,6.44,-4.29,15.36,61.82,西南风,2.0,12.93,2025-02-25
0.0,43.47,9.24,7.84,18.11,-1.05,4.16,3.79,1.83,188.84,18.5,8.32,8.26,7.55,6.81,-3.82,23.46,61.07,南风,2.0,14.24,2025-02-26
0.0,58.31,7.41,9.46,17.89,0.96,6.49,2.5,1.79,114.9,15.27,9.85,9.75,8.67,7.3,1.68,33.79,85.9,东南风,2.0,11.76,2025-02-27
0.0,66.36,3.25,10.85,18.89,2.92,8.1,4.96,2.48,167.72,13.14,10.46,10.34,9.37,7.8,4.83,42.52,89.67,南风,2.0,10.12,2025-02-28
0.0,73.99,1.39,14.43,18.33,9.6,12.2,4.65,3.2,84.37,10.72,12.44,12.18,10.9,8.63,9.85,60.12,89.82,东风,2.0,8.25,2025-03-01
31.93,87.34,0.0,9.41,14.34,4.51,11.22,7.9,4.2,83.18,4.57,9.28,9.39,10.98,9.47,7.41,70.37,95.97,东风,3.0,3.52,2025-03-02
10.28,68.34,0.06,2.67,4.51,0.06,5.06,4.93,1.86,153.16,4.89,2.31,2.69,7.64,8.8,-2.57,36.92,95.59,东南风,2.0,3.77,2025-03-03
0.04,77.59,2.01,2.03,5.99,-0.49,5.72,1.72,1.19,213.06,11.5,3.03,3.14,5.67,7.62,-1.47,57.07,91.42,西南风,1.0,8.86,2025-03-04
0.0,79.66,0.6,4.59,10.74,-0.05,6.85,2.64,1.49,224.07,9.83,3.99,3.99,6.18,7.12,1.38,58.33,92.6,西南风,1.0,7.57,2025-03-05
0.0,70.75,4.96,8.32,13.59,4.65,7.38,2.47,1.33,108.18,15.88,7.51,7.27,7.9,7.41,3.32,35.5,92.21,东风,1.0,12.23,2025-03-06
0.05,65.93,1.33,8.32,13.16,4.78,7.07,3.43,1.61,195.28,13.88,8.08,8.03,8.74,8.12,2.33,46.13,83.31,南风,2.0,10.69,2025-03-07
0.0,67.85,7.12,9.09,16.61,2.49,7.34,2.75,2.04,189.56,17.49,9.47,9.41,8.85,8.43,3.47,30.77,89.8,南风,2.0,13.47,2025-03-08
0.0,61.88,3.04,11.0,16.9,5.58,7.97,3.31,2.73,68.41,14.54,10.21,10.12,9.66,8.86,3.97,43.02,79.24,东风,2.0,11.2,2025-03-09
0.06,68.67,6.5,10.58,18.05,3.46,8.56,2.74,1.56,126.77,16.26,10.99,10.96,10.01,9.28,5.06,41.47,93.03,东南风,2.0,12.52,2025-03-10
0.02,74.22,1.0,11.5,16.44,6.77,10.17,4.26,1.71,174.91,10.35,10.97,10.93,10.52,9.59,7.07,58.42,91.92,南风,2.0,7.97,2025-03-11
0.0,52.51,0.0,12.66,18.73,7.14,7.2,2.78,2.28,198.33,11.18,11.02,10.98,10.67,9.86,3.2,24.45,91.09,南风,2.0,8.61,2025-03-12
0.0,60.83,0.0,11.86,16.74,5.63,8.49,3.11,2.03,73.11,11.88,10.75,10.74,10.73,10.05,4.54,48.24,79.1,东风,2.0,9.15,2025-03-13
0.16,57.22,1.23,10.38,12.65,7.69,7.03,5.42,2.9,76.2,9.49,9.8,9.92,10.65,10.21,2.28,32.74,76.39,东风,2.0,7.31,2025-03-14
0.0,57.62,2.6,9.51,15.47,5.11,6.58,4.56,2.23,241.56,11.99,8.86,8.84,10.06,9.98,1.56,22.76,77.93,西南风,2.0,9.23,2025-03-15
0.0,38.67,11.28,7.62,12.57,1.6,3.67,5.34,2.76,206.77,23.07,9.8,9.72,10.13,9.8,-5.56,16.8,70.57,西南风,2.0,17.76,2025-03-16
0.0,30.41,11.31,9.12,18.17,1.78,3.01,6.63,4.04,252.75,24.79,10.11,10.12,10.11,9.63,-7.37,12.38,46.48,西风,3.0,19.09,2025-03-17
0.0,35.16,11.08,9.72,17.57,1.14,3.89,3.35,2.61,148.87,23.69,11.78,11.72,10.84,9.74,-4.95,16.07,58.75,东南风,2.0,18.24,2025-03-18
0.0,41.37,11.13,11.04,21.1,2.24,4.89,4.66,2.83,227.04,24.79,12.84,12.76,11.62,9.98,-1.59,16.94,66.43,西南风,2.0,19.09,2025-03-19
0.0,28.68,11.44,14.41,24.91,4.81,4.18,5.2,3.34,242.42,25.23,14.73,14.62,12.31,10.32,-3.54,9.55,47.46,西南风,2.0,19.43,2025-03-20
0.0,24.89,11.4,15.83,25.4,7.04,4.15,5.34,3.05,239.63,26.06,16.06,15.95,13.09,10.73,-4.22,10.83,40.83,西南风,2.0,20.07,2025-03-21
0.0,22.61,9.55,17.0,26.79,7.95,3.92,5.25,3.4,256.96,24.61,16.74,16.6,13.51,11.16,-4.51,9.76,35.98,西风,3.0,18.95,2025-03-22
0.0,23.11,9.49,19.35,26.3,14.04,4.96,8.53,4.02,244.51,19.02,17.02,16.8,14.47,11.72,-2.25,12.67,36.38,西南风,3.0,14.65,2025-03-23
0.0,27.09,9.82,19.94,28.26,13.05,5.98,3.68,1.86,218.92,19.11,18.51,18.0,15.16,12.26,0.42,17.0,40.78,西南风,2.0,14.71,2025-03-24
0.0,38.62,10.59,20.17,30.08,13.63,8.4,5.94,2.7,197.96,21.98,19.82,19.54,16.19,12.86,5.63,22.81,51.98,南风,2.0,16.92,2025-03-25
0.0,55.48,10.27,17.95,25.12,10.37,11.21,4.62,1.7,124.26,21.75,20.07,19.87,17.0,13.5,8.9,42.69,84.89,东南风,2.0,16.75,2025-03-26
0.58,47.66,7.39,11.87,16.13,8.41,6.9,6.54,2.91,167.61,7.12,13.18,13.43,15.81,13.8,1.11,32.0,60.69,南风,2.0,5.48,2025-03-27
0.04,22.83,10.49,9.65,13.01,7.18,2.94,5.59,4.42,284.68,22.0,11.33,11.37,13.25,12.79,-10.57,11.73,45.62,西风,3.0,16.94,2025-03-28
0.12,29.51,8.17,7.87,11.49,3.54,3.08,4.19,2.27,242.45,12.29,9.22,9.39,12.45,12.2,-8.84,18.99,48.9,西南风,2.0,9.46,2025-03-29
0.22,31.65,10.1,10.04,17.45,4.35,3.54,2.78,2.08,218.51,24.07,11.75,11.68,12.28,11.73,-6.05,15.45,44.98,西南风,2.0,18.53,2025-03-30
0.0,45.04,10.26,10.44,19.71,2.67,5.32,3.83,1.96,188.48,21.92,12.67,12.63,12.94,11.78,-0.98,21.17,66.76,南风,2.0,16.88,2025-03-31
0.0,36.07,11.52,13.91,24.72,4.89,5.1,6.38,2.83,230.75,26.24,14.66,14.56,13.61,11.92,-0.89,10.51,59.48,西南风,2.0,20.2,2025-04-01
0.92,27.92,10.31,14.63,18.79,9.47,4.53,4.24,3.44,128.28,25.63,16.05,15.92,14.63,12.41,-3.72,21.84,37.03,东南风,3.0,19.74,2025-04-02
0.35,42.07,10.85,14.53,21.68,6.93,7.08,2.66,1.22,113.37,24.32,16.4,16.21,15.36,12.86,1.79,30.41,54.32,东南风,1.0,18.73,2025-04-03
0.0,49.14,9.09,15.36,23.2,9.98,8.76,3.83,2.33,249.22,13.09,15.57,15.53,15.65,13.27,4.74,30.39,66.4,西风,2.0,10.08,2025-04-04
0.0,38.9,11.79,15.6,22.53,9.36,4.49,2.97,2.89,240.96,28.99,17.88,17.73,15.5,13.33,1.66,26.78,64.3,西南风,2.0,22.32,2025-04-05
0.0,44.85,11.02,15.79,24.37,8.86,7.07,3.15,2.32,205.52,27.76,18.57,18.4,16.37,13.62,3.83,28.84,64.32,西南风,2.0,21.38,2025-04-06
0.0,44.32,11.09,17.85,26.48,11.06,9.59,2.91,1.71,202.66,27.19,19.13,18.84,17.81,14.26,5.53,29.21,63.47,西南风,2.0,20.94,2025-04-07
0.0,49.09,9.09,20.46,23.8,16.46,11.37,4.74,2.21,101.52,14.24,19.92,19.82,18.86,15.2,9.4,31.04,59.89,东风,2.0,10.96,2025-04-08
0.0,54.62,9.64,18.71,28.82,11.59,10.98,4.43,2.15,197.67,20.05,19.26,19.08,17.93,15.3,9.38,17.75,79.46,南风,2.0,15.44,2025-04-09
0.0,60.86,10.76,19.58,27.8,11.24,12.32,4.29,1.72,197.07,25.93,22.26,22.03,18.79,15.56,11.82,22.29,88.94,南风,2.0,19.97,2025-04-10
0.0,55.57,7.78,20.23,25.61,13.9,13.4,5.25,2.64,196.07,12.3,20.31,20.2,19.41,16.12,11.05,20.0,74.66,南风,2.0,9.47,2025-04-11
0.0,13.82,11.51,14.32,24.07,8.35,2.22,10.11,7.27,307.81,29.2,17.98,18.02,18.63,16.18,-12.98,8.77,28.84,西北风,4.0,22.48,2025-04-12
0.0,24.14,11.71,16.65,26.49,7.36,4.24,9.87,5.38,267.13,28.08,17.51,17.44,17.21,15.64,-3.94,14.92,39.2,西风,3.0,21.62,2025-04-13
0.0,26.39,12.03,20.44,27.57,14.25,5.84,7.93,3.79,279.9,29.11,21.43,21.19,18.56,15.97,0.49,16.18,40.99,西风,3.0,22.41,2025-04-14
0.0,45.8,10.73,18.79,29.83,8.99,9.32,3.3,1.34,233.67,23.67,21.44,21.22,19.06,16.38,6.86,20.78,66.25,西南风,1.0,18.23,2025-04-15
0.16,41.08,10.81,22.99,33.11,15.42,10.58,5.16,2.24,241.85,25.0,23.74,23.47,20.11,16.94,9.05,20.46,56.44,西南风,2.0,19.25,2025-04-16
0.0,33.96,10.87,25.48,34.17,17.57,10.12,3.86,2.11,208.11,26.75,26.0,25.64,21.47,17.68,8.44,16.66,49.81,西南风,2.0,20.6,2025-04-17
5.65,60.32,9.86,21.37,25.48,16.03,15.72,8.07,4.83,76.89,21.47,24.28,24.13,22.17,18.51,13.36,39.81,78.89,东风,3.0,16.53,2025-04-18
3.55,78.45,10.21,16.53,23.34,12.0,14.96,4.81,2.68,116.05,20.98,20.57,20.47,20.46,18.41,12.77,60.4,91.68,东南风,2.0,16.15,2025-04-19
0.0,73.28,11.46,19.4,25.82,13.15,16.05,6.9,3.8,73.73,26.56,22.33,22.17,20.56,18.25,14.49,53.02,94.53,东风,3.0,20.45,2025-04-20
0.0,53.65,8.93,21.85,26.82,17.74,14.11,6.05,3.61,153.06,15.55,22.6,22.38,21.57,18.59,12.02,31.83,64.7,东南风,3.0,11.97,2025-04-21
0.0,50.54,11.43,20.61,26.03,14.86,11.42,3.43,2.15,194.5,27.6,23.66,23.44,21.81,18.76,9.98,31.51,78.29,南风,2.0,21.25,2025-04-22
0.49,42.45,11.87,21.62,30.46,13.26,10.0,5.18,2.13,215.57,29.99,24.58,24.39,22.48,19.02,8.3,20.3,67.67,西南风,2.0,23.09,2025-04-23
0.0,30.37,11.1,19.96,22.5,17.71,7.0,6.65,3.33,122.89,26.68,23.0,22.91,22.35,19.36,2.03,20.5,42.43,东南风,2.0,20.54,2025-04-24
0.0,46.13,11.61,18.79,27.03,9.86,9.83,3.42,1.24,158.99,29.09,22.88,22.71,21.84,19.14,6.96,33.83,69.03,南风,1.0,22.4,2025-04-25
0.86,61.24,10.29,21.6,28.31,14.05,15.09,2.68,1.58,146.01,21.18,24.49,24.26,22.78,19.48,13.81,39.67,91.28,东南风,2.0,16.31,2025-04-26
4.35,57.75,9.93,19.67,26.19,15.53,13.17,8.06,2.88,187.65,18.27,22.61,22.55,22.66,19.86,11.1,40.95,77.28,南风,2.0,14.07,2025-04-27
0.0,51.69,12.07,19.4,28.29,11.12,10.82,4.88,2.44,234.34,30.64,22.53,22.36,21.33,19.46,9.2,21.9,79.16,西南风,2.0,23.59,2025-04-28
0.43,36.42,11.24,21.17,30.17,12.79,8.71,5.39,2.77,240.85,25.26,23.25,23.17,21.96,19.44,5.67,19.95,54.75,西南风,2.0,19.45,2025-04-29
0.3,30.83,10.83,23.22,33.04,16.54,8.77,9.94,4.29,244.6,25.7,24.0,23.8,22.26,19.47,5.06,20.02,39.32,西南风,3.0,19.79,2025-04-30
0.0,39.76,12.18,23.14,31.96,14.79,10.26,6.26,3.19,223.65,30.93,26.05,25.82,23.04,19.88,8.7,20.34,62.5,西南风,2.0,23.82,2025-05-01
1.45,48.63,11.37,23.39,36.67,15.14,13.74,10.55,3.39,180.45,27.65,26.62,26.37,24.15,20.52,11.94,26.86,66.46,南风,3.0,21.29,2025-05-02
0.0,44.16,11.47,19.61,24.7,14.11,10.01,8.1,2.96,136.79,29.37,24.9,24.78,23.97,20.94,7.07,28.19,70.11,东南风,2.0,22.61,2025-05-03
0.0,43.68,10.22,19.09,24.3,14.02,9.39,5.19,2.71,63.16,22.82,22.66,22.55,23.31,20.77,6.44,32.42,54.21,东北风,2.0,17.57,2025-05-04
0.1,39.78,11.4,21.71,27.42,15.21,9.92,8.71,3.79,266.67,25.81,23.85,23.65,23.45,20.79,7.43,23.82,54.76,西风,3.0,19.87,2025-05-05
0.12,28.54,11.88,22.39,26.74,14.63,6.94,8.84,3.39,252.16,28.54,25.07,24.86,23.91,20.99,3.25,10.48,41.95,西风,3.0,21.98,2025-05-06
1.58,50.47,11.53,20.9,26.31,15.42,12.27,6.61,4.29,63.88,25.19,24.73,24.54,23.97,21.33,10.22,40.78,64.32,东北风,3.0,19.4,2025-05-07
3.8,63.09,9.18,21.45,24.41,18.73,15.72,6.16,4.0,88.37,15.42,23.48,23.34,23.99,21.58,14.13,50.53,79.61,东风,3.0,11.87,2025-05-08
10.35,61.52,11.54,19.73,24.56,16.91,14.11,11.92,4.97,253.13,23.5,22.35,22.41,23.07,21.43,12.12,33.26,95.12,西风,3.0,18.1,2025-05-09
0.0,37.36,11.73,19.15,25.95,12.77,7.67,7.07,3.11,280.54,25.42,21.3,21.28,22.0,20.69,4.25,21.1,54.21,西风,2.0,19.57,2025-05-10
0.62,38.8,12.38,20.84,31.53,10.91,8.63,5.88,2.62,217.61,31.7,23.41,23.26,22.36,20.3,6.29,14.24,59.32,西南风,2.0,24.41,2025-05-11
0.0,35.28,11.75,23.94,35.12,14.05,10.19,4.26,1.97,249.25,28.09,25.6,25.36,23.6,20.74,7.65,20.03,50.36,西风,2.0,21.63,2025-05-12
0.21,51.44,9.82,25.42,33.46,19.76,16.3,3.85,1.67,243.05,16.68,25.79,25.59,24.68,21.5,14.66,33.52,67.25,西南风,2.0,12.84,2025-05-13
0.0,52.88,11.07,25.88,32.01,19.61,17.61,6.05,3.08,147.33,21.65,27.22,26.96,25.08,21.95,15.52,39.87,67.89,东南风,2.0,16.67,2025-05-14
0.0,51.72,11.18,24.14,29.87,18.51,14.72,4.2,2.3,80.28,23.44,27.05,26.8,25.68,22.5,13.57,28.26,77.09,东风,2.0,18.05,2025-05-15
0.0,48.41,11.99,26.17,34.99,17.14,15.75,4.17,1.8,176.19,26.76,28.33,28.03,26.23,22.94,14.41,30.62,71.33,南风,2.0,20.61,2025-05-16
0.0,32.1,10.96,26.42,30.7,20.86,10.63,7.38,3.98,235.83,26.22,28.76,28.53,26.91,23.65,8.42,12.87,61.52,西南风,3.0,20.19,2025-05-17
0.0,37.44,12.08,23.22,32.26,16.68,10.4,5.11,2.07,144.56,28.04,26.64,26.38,26.13,23.6,7.88,27.34,47.35,东南风,2.0,21.59,2025-05-18
0.0,42.65,12.35,28.22,39.92,17.98,14.35,4.79,2.03,206.45,30.39,30.35,29.97,27.02,23.9,14.31,15.83,69.74,西南风,2.0,23.4,2025-05-19
0.0,43.57,11.98,29.82,38.36,20.94,17.16,4.01,1.65,177.75,27.55,32.38,31.94,28.27,24.72,16.08,27.73,65.67,南风,2.0,21.21,2025-05-20
0.0,51.69,12.07,29.99,37.19,22.42,21.3,7.28,3.14,116.6,27.07,33.13,32.68,29.08,25.48,18.94,37.03,71.86,东南风,2.0,20.84,2025-05-21
30.49,74.95,8.14,20.26,28.01,14.55,17.63,6.31,2.75,110.68,7.27,24.5,24.85,27.06,25.69,15.67,46.13,97.74,东风,2.0,5.6,2025-05-22
0.01,69.38,9.57,17.23,20.97,14.65,13.49,5.28,1.7,135.09,14.65,19.84,20.0,22.49,23.34,11.57,57.43,93.85,东南风,2.0,11.28,2025-05-23
0.0,61.73,12.41,19.26,26.36,11.66,12.01,4.56,2.1,169.96,30.23,22.54,22.53,22.05,22.3,11.73,27.77,94.18,南风,2.0,23.28,2025-05-24
0.0,64.02,8.98,17.92,22.32,12.94,12.65,4.13,1.5,207.7,8.07,19.34,19.57,21.45,22.06,11.01,51.62,80.95,西南风,1.0,6.21,2025-05-25
0.0,58.86,12.11,20.74,30.18,12.05,12.87,3.39,1.85,191.92,28.58,23.03,22.85,21.37,21.15,12.39,28.07,90.18,南风,2.0,22.01,2025-05-26
0.03,46.0,9.93,23.91,30.45,17.86,12.92,4.17,2.03,74.19,18.84,24.37,24.23,23.5,21.92,11.57,29.67,65.42,东风,2.0,14.51,2025-05-27
0.0,43.77,12.29,24.53,31.05,16.23,12.47,4.79,2.33,79.43,28.57,26.22,26.05,24.42,22.34,11.38,24.89,69.99,东风,2.0,22.0,2025-05-28
0.0,41.61,11.76,26.04,32.59,19.33,13.4,5.01,2.68,94.39,25.65,27.33,27.16,25.47,22.99,11.97,28.09,57.55,东风,2.0,19.75,2025-05-29
0.04,43.32,10.28,26.15,31.34,20.14,13.96,4.5,2.25,121.65,19.64,27.13,26.99,26.03,23.49,12.69,27.94,64.22,东南风,2.0,15.12,2025-05-30
0.33,63.99,8.23,23.96,28.05,20.62,18.16,4.54,1.96,134.57,10.64,25.28,25.23,25.54,23.59,16.72,45.24,85.18,东南风,2.0,8.19,2025-05-31
0.0,61.56,9.12,22.42,25.33,20.17,16.25,4.18,2.15,87.01,10.2,23.5,23.5,24.64,23.33,14.66,45.21,71.65,东风,2.0,7.85,2025-06-01
