pre,rhu_avg,ssh,tem_avg,tem_max,tem_min,vap_avg,win_s_max,win_s_2mi_avg,wind,radiation,gst_avg_5cm,gst_avg_10cm,gst_avg_20cm,gst_avg_40cm,dpt_avg,rhu_min,rhu_max,wind_describe,wins_scale,nrd,datetime
0.0,59.18,9.08,12.06,19.24,3.91,7.95,4.03,1.4,88.87,22.5,14.85,14.38,13.72,13.08,4.34,22.9,78.14,东风,1.0,17.32,2021-04-06
0.0,58.9,3.25,15.3,19.64,10.92,10.05,3.14,1.42,73.79,19.57,16.57,15.99,15.09,13.61,7.31,30.5,79.45,东风,1.0,15.07,2021-04-07
0.0,61.02,8.47,14.99,21.87,7.01,9.82,2.98,1.41,98.85,22.26,17.46,16.74,15.5,13.95,7.53,22.51,72.44,东风,1.0,17.14,2021-04-08
0.0,58.98,3.15,14.61,21.02,6.73,9.2,4.45,1.41,131.06,17.25,16.69,16.4,15.85,14.32,6.68,25.58,80.12,东南风,1.0,13.28,2021-04-09
0.0,48.21,7.92,15.92,21.47,10.23,8.26,5.31,1.4,95.67,21.74,17.51,16.99,15.99,14.56,4.98,16.63,58.7,东风,1.0,16.74,2021-04-10
0.0,58.72,0.0,14.32,17.05,12.67,9.66,4.04,1.39,78.66,12.84,15.13,15.51,15.77,14.74,6.34,36.25,85.31,东风,1.0,9.89,2021-04-11
0.0,61.69,9.67,17.88,25.61,10.83,12.05,5.38,1.41,249.74,21.48,19.1,17.68,15.93,14.58,10.42,28.18,63.54,西风,1.0,16.54,2021-04-12
0.0,49.25,6.83,15.5,21.39,13.24,8.69,6.58,1.41,82.57,19.93,19.28,18.63,17.48,15.49,4.91,21.69,79.11,东风,1.0,15.35,2021-04-13
0.0,47.15,10.71,15.1,21.4,7.22,7.35,4.04,1.42,248.65,25.16,19.07,18.34,17.17,15.64,3.91,14.55,55.93,西风,1.0,19.37,2021-04-14
0.0,51.84,6.16,18.14,24.9,10.1,10.22,6.3,1.4,240.96,21.08,19.55,18.9,17.86,15.95,8.08,6.39,51.84,西南风,1.0,16.23,2021-04-15
0.0,22.92,8.05,18.83,26.03,10.88,4.7,5.55,1.41,271.36,24.73,19.72,19.1,17.86,16.2,-2.79,9.56,36.85,西风,1.0,19.04,2021-04-16
0.0,25.7,11.36,16.63,23.12,7.02,4.73,5.83,1.41,312.54,26.27,19.86,19.24,18.2,16.41,-3.12,6.06,37.96,西北风,1.0,20.23,2021-04-17
0.0,41.18,9.66,17.49,25.02,9.78,8.03,3.4,1.4,132.63,18.08,20.64,19.82,18.53,16.7,4.15,16.17,54.42,东南风,1.0,13.92,2021-04-18
0.0,52.02,10.95,18.52,26.59,9.21,10.76,5.36,1.4,152.53,25.35,21.6,20.69,19.13,16.87,8.48,24.3,87.88,东南风,1.0,19.52,2021-04-19
8.9,78.91,0.0,15.55,21.59,13.69,13.62,4.9,1.4,75.15,2.46,18.2,18.77,19.03,17.24,11.91,78.91,92.77,东风,1.0,1.89,2021-04-20
6.12,92.35,0.0,12.47,14.0,11.41,13.39,4.65,1.41,77.6,2.93,14.93,15.58,16.49,16.41,11.27,74.8,94.58,东风,1.0,2.26,2021-04-21
0.98,80.39,4.12,16.05,21.17,12.36,14.43,3.92,1.42,127.95,20.92,18.64,17.72,16.73,15.91,12.68,50.06,93.38,东南风,1.0,16.11,2021-04-22
0.0,79.26,0.0,16.35,18.55,14.18,14.67,4.21,1.41,82.27,15.72,17.2,17.32,17.3,16.47,12.74,53.55,82.93,东风,1.0,12.1,2021-04-23
2.75,66.07,0.0,15.95,18.24,12.91,11.87,6.86,1.39,80.64,6.05,15.52,15.91,16.42,16.25,9.62,59.33,85.22,东风,1.0,4.66,2021-04-24
0.0,64.44,1.49,16.43,20.53,13.8,11.82,5.51,1.4,83.77,5.94,18.02,16.99,16.24,15.85,9.7,54.02,90.65,东风,1.0,4.57,2021-04-25
0.0,66.98,6.26,17.48,23.42,12.78,13.25,5.49,1.42,230.92,18.94,20.09,18.92,17.48,16.26,11.28,43.88,84.16,西南风,1.0,14.58,2021-04-26
0.0,52.19,9.85,20.2,27.18,13.09,11.2,6.75,1.41,259.15,25.78,21.7,20.74,18.91,17.02,10.08,14.79,55.15,西风,1.0,19.85,2021-04-27
0.0,40.96,10.28,19.17,25.89,13.85,8.62,8.79,1.41,263.23,26.2,22.06,21.33,19.87,17.82,5.58,11.96,51.08,西风,1.0,20.17,2021-04-28
0.0,40.33,10.77,20.77,31.26,11.19,8.47,10.28,1.42,267.4,26.51,21.37,20.75,19.66,17.95,6.79,7.58,46.79,西风,1.0,20.41,2021-04-29
0.0,36.29,10.83,22.05,31.93,13.38,8.93,8.89,1.42,302.1,26.15,23.15,22.17,20.5,18.4,6.39,9.86,58.23,西北风,1.0,20.14,2021-04-30
0.0,47.19,11.45,19.21,27.26,10.27,10.25,7.4,1.39,179.71,26.58,23.03,22.25,20.77,18.91,7.68,18.09,47.19,南风,1.0,20.47,2021-05-01
0.0,40.73,3.38,17.45,22.26,14.42,8.12,6.85,1.4,84.72,16.42,21.06,21.11,20.77,19.24,3.96,19.35,78.36,东风,1.0,12.64,2021-05-02
1.35,63.49,4.9,16.91,22.48,13.16,12.1,5.33,1.41,234.18,15.59,20.91,20.43,19.73,18.79,9.93,44.38,82.45,西南风,1.0,12.0,2021-05-03
0.0,43.88,9.55,20.25,27.69,13.1,9.08,7.75,1.39,301.0,25.55,21.98,21.36,20.16,18.75,7.56,7.93,62.43,西北风,1.0,19.67,2021-05-04
0.0,34.04,12.07,19.87,29.01,10.47,7.21,4.79,1.42,251.86,27.96,22.58,21.82,20.55,18.94,3.55,8.36,42.12,西风,1.0,21.53,2021-05-05
0.0,38.06,10.86,23.58,33.12,14.22,10.46,8.32,1.4,245.8,26.93,23.88,23.01,21.5,19.48,8.45,4.91,39.42,西南风,1.0,20.74,2021-05-06
0.0,18.73,10.08,22.91,28.13,16.35,5.06,7.87,1.41,271.88,28.32,24.6,23.77,22.22,20.02,-2.14,10.63,50.39,西风,1.0,21.81,2021-05-07
0.0,37.14,11.82,24.06,35.03,14.06,11.11,5.09,1.42,252.04,27.26,24.87,23.9,22.26,20.3,8.51,15.64,41.73,西风,1.0,20.99,2021-05-08
0.0,47.84,11.33,23.86,29.38,18.1,14.24,5.3,1.41,98.86,26.73,26.63,25.48,23.58,21.08,12.13,26.33,74.5,东风,1.0,20.58,2021-05-09
0.0,55.06,5.38,23.25,27.51,19.79,15.19,6.03,1.41,79.42,25.32,26.24,25.46,24.0,21.55,13.71,30.24,58.54,东风,1.0,19.5,2021-05-10
0.0,53.93,8.95,21.1,26.91,16.1,13.0,4.26,1.41,92.64,23.5,25.33,24.66,23.46,21.54,11.4,21.9,65.11,东风,1.0,18.1,2021-05-11
0.0,61.26,8.28,22.35,28.37,15.03,16.02,5.6,1.42,91.23,24.62,26.03,25.15,23.71,21.72,14.52,31.56,82.21,东风,1.0,18.96,2021-05-12
0.0,73.08,0.34,22.29,25.24,19.58,19.59,6.13,1.41,95.26,14.77,25.62,25.09,24.07,22.08,17.23,49.83,85.16,东风,1.0,11.37,2021-05-13
0.74,81.2,0.33,22.47,25.9,19.75,21.95,4.36,1.4,82.05,8.92,24.51,24.09,23.36,21.9,19.08,60.86,92.81,东风,1.0,6.87,2021-05-14
22.92,91.01,0.03,21.19,24.81,18.73,22.78,4.74,1.4,71.57,8.7,23.26,23.33,23.09,21.79,19.66,64.34,92.23,东风,1.0,6.7,2021-05-15
15.46,86.69,0.0,14.49,18.86,12.92,14.26,6.72,1.41,135.15,4.16,18.37,19.32,20.61,21.04,12.29,69.19,99.95,东南风,1.0,3.2,2021-05-16
0.0,66.61,11.71,18.95,26.36,11.59,13.72,3.98,1.42,245.01,24.46,20.95,20.42,20.0,19.89,12.59,29.36,79.37,西南风,1.0,18.83,2021-05-17
0.0,58.98,11.94,21.32,30.23,12.91,14.22,4.44,1.41,250.8,26.71,22.88,22.12,21.15,20.21,12.97,25.52,87.3,西风,1.0,20.57,2021-05-18
0.0,72.26,0.33,22.0,25.88,16.96,18.96,2.88,1.41,83.53,10.89,23.12,22.74,22.13,20.89,16.77,48.37,94.22,东风,1.0,8.39,2021-05-19
0.0,67.82,11.48,22.46,30.55,17.04,17.59,7.26,1.42,239.76,24.69,25.86,24.77,22.87,21.17,16.21,33.1,94.15,西南风,1.0,19.01,2021-05-20
0.0,70.58,6.53,23.64,30.27,16.05,20.29,5.23,1.41,89.3,24.18,26.19,25.46,24.01,22.0,17.97,33.63,83.23,东风,1.0,18.62,2021-05-21
0.0,63.91,7.93,25.87,33.18,18.13,20.13,4.32,1.42,196.7,27.2,28.23,26.99,25.01,22.63,18.51,21.93,71.04,南风,1.0,20.94,2021-05-22
0.05,48.32,4.1,23.8,28.63,17.9,13.82,6.25,1.4,280.7,18.7,27.41,26.68,25.38,23.28,12.22,25.06,52.61,西风,1.0,14.4,2021-05-23
0.0,39.05,12.28,24.81,32.57,17.03,11.3,9.66,1.41,256.16,28.04,26.87,26.29,24.98,23.22,9.92,12.59,56.34,西风,1.0,21.59,2021-05-24
0.0,37.66,1.77,23.82,28.4,17.98,11.0,4.12,1.41,234.58,22.45,25.38,25.16,24.71,23.4,8.51,14.64,54.38,西南风,1.0,17.29,2021-05-25
0.0,37.89,8.83,26.92,35.5,18.92,12.64,8.48,1.41,258.88,25.16,26.87,26.23,24.88,23.18,11.35,15.45,69.05,西风,1.0,19.37,2021-05-26
0.0,42.02,12.7,26.89,37.4,16.15,12.42,7.54,1.41,254.61,28.62,27.79,26.92,25.48,23.5,12.89,10.34,42.31,西风,1.0,22.04,2021-05-27
0.0,26.07,11.76,27.45,34.48,20.03,8.93,5.84,1.4,282.01,29.28,29.01,28.04,26.41,24.26,6.27,8.82,48.75,西风,1.0,22.55,2021-05-28
0.0,30.78,12.33,28.15,39.46,18.43,10.62,7.03,1.41,254.84,27.45,29.16,28.19,26.62,24.59,9.31,11.38,61.38,西风,1.0,21.14,2021-05-29
0.0,44.16,11.35,26.07,32.41,20.09,14.62,7.48,1.41,97.43,27.62,29.85,28.99,27.43,25.3,12.91,24.27,45.67,东风,1.0,21.27,2021-05-30
0.0,45.93,9.26,27.46,34.48,20.87,16.67,5.4,1.4,84.19,26.64,30.17,29.09,27.51,25.63,14.77,24.73,57.57,东风,1.0,20.51,2021-05-31
0.53,56.76,3.6,26.15,31.1,23.04,19.15,4.57,1.4,77.78,14.08,28.96,28.52,27.58,26.01,16.88,43.23,75.72,东风,1.0,10.84,2021-06-01
0.54,78.97,0.0,14.47,17.37,9.34,13.01,8.83,2.68,62.81,5.77,15.56,16.01,16.48,16.87,10.86,53.65,94.67,东北风,2.0,4.44,2021-11-06
4.72,49.89,4.06,5.03,9.86,1.04,4.35,9.97,5.88,291.15,10.6,8.35,10.64,13.64,16.08,-4.56,26.91,75.72,西风,4.0,8.16,2021-11-07
0.0,34.59,9.85,6.11,12.84,0.4,3.23,7.55,3.74,272.2,14.2,6.89,8.33,10.86,14.35,-8.35,19.61,58.94,西风,3.0,10.93,2021-11-08
0.0,31.04,9.77,9.17,15.14,2.72,3.57,7.28,4.15,268.69,13.9,8.43,9.33,10.97,13.62,-7.06,19.35,54.24,西风,3.0,10.7,2021-11-09
0.0,30.87,9.73,11.93,18.42,5.83,4.3,7.22,3.59,265.9,13.58,10.3,10.75,11.74,13.47,-4.73,19.51,67.56,西风,3.0,10.46,2021-11-10
0.0,39.87,9.63,11.59,19.25,3.84,5.45,6.25,2.63,264.61,13.27,10.55,11.15,12.1,13.51,-1.59,21.62,66.91,西风,2.0,10.22,2021-11-11
0.0,38.13,9.54,10.99,18.25,4.31,4.9,5.78,3.08,262.46,13.29,10.21,11.02,12.03,13.55,-2.73,18.37,72.04,西风,2.0,10.23,2021-11-12
0.0,35.8,9.54,11.19,20.75,3.09,4.74,6.34,2.75,261.78,13.36,9.64,10.54,11.72,13.36,-3.4,14.43,66.68,西风,2.0,10.29,2021-11-13
0.0,39.92,9.2,11.56,20.7,4.31,5.42,4.9,2.52,262.82,13.28,10.19,10.77,11.75,13.19,-1.61,16.8,66.12,西风,2.0,10.23,2021-11-14
0.0,40.94,6.79,14.0,19.56,8.32,6.54,4.45,1.86,262.22,12.47,12.14,12.37,12.64,13.41,0.93,27.54,86.56,西风,2.0,9.6,2021-11-15
0.0,71.36,6.52,8.92,15.77,3.65,8.13,2.74,1.21,71.29,12.36,10.31,11.05,12.19,13.39,4.02,37.26,85.39,东风,1.0,9.52,2021-11-16
0.0,63.91,6.91,12.22,20.77,7.81,9.07,5.01,1.85,251.87,11.75,11.8,11.92,12.43,13.34,5.59,36.47,89.98,西风,2.0,9.05,2021-11-17
0.0,60.92,8.99,12.3,20.81,5.23,8.64,3.3,1.36,301.53,12.41,11.47,11.79,12.4,13.33,4.97,30.6,86.62,西北风,1.0,9.56,2021-11-18
0.0,70.41,4.68,11.29,16.21,5.48,9.41,5.2,2.94,63.56,8.79,11.09,11.54,12.42,13.38,6.1,48.77,79.6,东北风,2.0,6.77,2021-11-19
2.76,80.9,0.0,9.89,12.42,9.02,9.83,3.82,1.79,87.25,2.24,11.01,11.67,12.57,13.44,6.76,65.52,95.64,东风,2.0,1.72,2021-11-20
0.27,45.67,2.97,8.86,12.43,6.51,5.16,8.26,3.9,283.67,8.21,8.58,9.95,11.58,13.14,-2.22,14.22,62.43,西风,3.0,6.32,2021-11-21
0.0,24.37,9.57,4.49,9.96,-0.17,2.05,5.85,3.15,273.17,12.61,5.58,7.14,9.41,12.25,-14.14,12.04,64.27,西风,2.0,9.71,2021-11-22
0.0,39.41,9.46,5.52,14.38,-1.74,3.54,5.55,2.48,254.23,12.33,5.47,6.56,8.54,11.28,-7.2,16.45,69.71,西风,2.0,9.49,2021-11-23
0.0,41.78,9.09,7.95,18.63,-0.06,4.46,6.63,2.35,265.56,12.25,6.48,7.29,8.64,10.83,-4.24,12.32,67.95,西风,2.0,9.43,2021-11-24
0.0,41.27,9.15,9.32,19.34,2.72,4.8,4.46,2.12,264.16,11.97,7.58,8.25,9.18,10.86,-3.17,15.77,77.87,西风,2.0,9.22,2021-11-25
0.0,52.44,7.95,8.63,16.28,2.24,5.82,4.12,1.9,334.79,11.62,8.03,8.59,9.48,10.93,-0.56,25.44,73.28,西北风,2.0,8.95,2021-11-26
0.0,61.96,4.84,8.08,14.64,1.54,6.71,3.78,1.85,47.29,9.17,7.8,8.52,9.58,10.95,1.23,38.87,83.27,东北风,2.0,7.06,2021-11-27
0.0,71.0,5.87,8.8,14.41,5.59,8.02,3.26,1.05,53.82,10.68,9.32,9.59,10.17,11.12,3.83,46.7,91.92,东北风,1.0,8.22,2021-11-28
0.01,66.19,0.0,8.23,12.5,6.0,7.22,7.38,3.72,274.71,4.17,7.62,8.7,9.97,11.25,2.3,47.5,82.61,西风,3.0,3.21,2021-11-29
0.0,30.64,9.4,6.84,12.03,3.11,3.02,6.12,3.08,275.63,11.77,6.57,7.59,8.92,10.88,-9.25,17.65,78.14,西风,2.0,9.06,2021-11-30
0.0,40.96,9.4,4.27,11.63,-0.79,3.36,4.6,1.74,260.5,11.66,5.31,6.47,8.09,10.37,-7.82,18.35,68.8,西风,2.0,8.98,2021-12-01
0.0,36.54,9.25,6.85,14.59,-0.28,3.59,7.65,3.77,270.76,11.53,5.46,6.25,7.65,9.86,-6.98,15.87,60.05,西风,3.0,8.88,2021-12-02
0.0,32.37,9.29,8.78,16.59,2.92,3.66,5.97,2.9,255.2,11.34,6.88,7.49,8.36,9.88,-6.86,16.82,73.39,西风,2.0,8.73,2021-12-03
0.0,42.18,9.34,7.37,16.88,1.75,4.29,4.27,1.91,256.19,11.4,6.35,7.07,8.29,9.89,-4.64,18.04,77.43,西风,2.0,8.78,2021-12-04
0.0,53.72,8.86,6.44,16.32,0.54,5.16,4.58,2.11,256.35,11.24,5.95,6.78,8.06,9.67,-2.26,22.39,69.99,西风,2.0,8.65,2021-12-05
0.0,42.26,9.01,8.29,15.78,1.71,4.57,5.18,2.66,262.94,11.14,6.65,7.18,8.15,9.61,-3.79,20.73,64.32,西风,2.0,8.58,2021-12-06
0.0,47.6,6.88,6.59,11.16,3.14,4.66,5.15,2.41,84.31,9.98,7.57,7.99,8.66,9.75,-3.75,25.62,68.98,东风,2.0,7.68,2021-12-07
0.0,59.87,0.0,5.38,8.51,1.86,5.35,2.4,1.2,25.76,5.12,6.17,6.83,8.16,9.71,-1.78,47.19,91.59,东北风,1.0,3.94,2021-12-08
0.0,70.94,7.7,5.46,13.49,0.8,6.36,3.96,1.86,250.51,10.72,5.92,6.69,7.81,9.48,0.62,43.23,95.72,西风,2.0,8.25,2021-12-09
1.98,84.64,0.06,5.56,9.81,1.28,7.66,3.17,1.31,2.33,3.15,5.99,6.51,7.64,9.38,3.18,65.04,98.57,北风,1.0,2.43,2021-12-10
5.0,79.06,0.21,8.4,11.67,6.04,8.73,5.5,2.34,256.67,6.6,8.49,8.59,8.75,9.6,4.98,59.04,96.48,西风,2.0,5.08,2021-12-11
0.0,56.52,6.83,6.62,9.79,3.87,5.51,5.14,2.87,238.49,10.18,6.72,7.49,8.55,9.88,-1.4,36.96,91.81,西南风,2.0,7.84,2021-12-12
0.0,72.23,5.39,2.0,7.58,-2.6,5.07,2.41,0.84,23.48,10.23,4.39,5.29,6.99,9.26,-2.47,42.58,93.83,东北风,1.0,7.88,2021-12-13
0.0,67.64,8.35,5.89,13.93,0.4,6.27,5.57,2.53,259.06,10.78,5.35,5.93,6.99,8.84,0.36,38.84,86.02,西风,2.0,8.3,2021-12-14
0.0,54.3,5.65,6.39,13.46,0.59,5.17,3.48,1.57,279.73,10.27,5.42,5.89,6.98,8.74,-2.16,33.06,77.37,西风,2.0,7.91,2021-12-15
0.0,41.4,2.14,7.41,13.18,3.85,4.22,5.77,3.49,278.44,6.83,5.88,6.62,7.45,8.75,-4.85,22.54,63.24,西风,3.0,5.26,2021-12-16
0.0,28.23,4.31,2.92,8.63,-0.17,2.09,6.76,3.15,287.84,9.56,3.18,4.61,6.58,8.58,-13.69,17.97,71.32,西风,2.0,7.36,2021-12-17
0.0,40.7,3.51,3.05,11.03,-3.56,3.1,6.62,3.43,249.15,9.07,2.56,3.48,5.34,7.78,-9.0,19.42,75.73,西风,3.0,6.98,2021-12-18
0.0,40.51,8.92,5.94,15.52,-1.35,3.72,6.48,2.71,256.13,10.79,4.25,4.62,5.56,7.49,-6.46,15.99,67.19,西风,2.0,8.31,2021-12-19
0.0,32.32,8.93,8.3,17.28,2.34,3.52,6.07,3.05,259.52,10.73,5.52,5.75,6.41,7.65,-7.29,15.63,66.49,西风,2.0,8.26,2021-12-20
0.0,37.0,9.07,7.22,17.0,1.49,3.75,4.26,1.57,264.32,10.93,5.79,6.15,6.84,7.93,-6.5,20.2,89.43,西风,2.0,8.42,2021-12-21
0.0,67.54,8.18,3.83,10.96,-1.51,5.41,4.46,2.05,62.04,10.78,4.47,5.21,6.43,7.87,-1.62,41.38,91.01,东北风,2.0,8.3,2021-12-22
0.0,83.37,0.0,2.1,5.11,-1.07,5.93,3.02,1.12,78.94,9.96,3.3,4.29,5.89,7.67,-0.42,59.82,91.66,东风,1.0,7.67,2021-12-23
0.79,74.77,0.0,0.65,4.33,-1.89,4.76,5.7,4.25,98.7,6.84,2.99,4.12,5.7,7.55,-3.31,49.61,84.23,东风,3.0,5.27,2021-12-24
0.0,41.33,0.53,-3.31,-1.93,-4.01,2.0,5.87,3.24,90.87,8.32,0.18,1.69,4.07,6.81,-14.57,39.14,73.44,东风,2.0,6.41,2021-12-25
0.0,43.49,9.0,-2.93,3.39,-8.44,2.13,5.32,2.1,223.44,11.37,-0.28,0.86,3.15,5.99,-13.6,27.51,82.4,西南风,2.0,8.75,2021-12-26
0.0,35.75,8.26,-1.27,6.01,-5.63,1.97,6.72,2.8,245.74,10.36,-0.76,0.42,2.67,5.42,-14.5,18.11,55.55,西南风,2.0,7.98,2021-12-27
0.0,33.23,8.14,2.96,9.44,-2.92,2.53,6.84,3.85,249.39,11.06,2.24,2.15,3.12,5.26,-11.64,20.94,50.19,西风,3.0,8.52,2021-12-28
0.0,29.2,8.84,3.9,9.96,-0.68,2.34,6.75,3.35,267.6,11.31,2.76,3.07,3.93,5.56,-12.42,16.89,57.85,西风,3.0,8.71,2021-12-29
0.0,31.22,8.61,3.51,11.58,-2.33,2.45,5.71,2.93,261.67,11.06,2.61,3.03,4.06,5.71,-11.93,17.48,78.84,西风,2.0,8.52,2021-12-30
0.0,45.49,0.05,2.04,7.12,-3.18,3.22,2.87,1.05,277.3,6.26,2.01,2.49,3.85,5.65,-8.5,30.1,69.25,西风,1.0,4.82,2021-12-31
0.0,44.44,8.76,4.12,13.98,-2.15,3.63,6.07,2.71,257.83,11.32,3.04,3.28,4.11,5.64,-6.91,18.72,67.23,西风,2.0,8.72,2022-01-01
0.0,50.07,7.65,1.75,7.0,-2.48,3.47,5.0,2.27,57.53,11.27,2.24,2.89,4.08,5.76,-7.54,28.36,75.65,东北风,2.0,8.68,2022-01-02
0.0,55.0,7.97,2.27,10.65,-3.54,3.95,5.46,1.9,293.66,11.22,2.54,2.85,3.86,5.57,-5.84,33.14,73.69,西北风,2.0,8.64,2022-01-03
3.13,67.13,0.0,1.08,5.11,-1.09,4.44,3.4,1.42,78.04,5.9,1.89,2.82,4.14,5.7,-4.33,45.04,98.91,东风,1.0,4.54,2022-01-04
3.02,93.86,0.0,0.5,1.37,-0.43,5.97,1.89,0.44,87.6,6.18,1.56,2.4,3.76,5.61,-0.37,74.9,99.94,东风,1.0,4.76,2022-01-05
0.0,94.22,0.0,1.7,2.64,0.8,6.52,2.61,1.26,80.27,5.85,2.38,2.77,3.7,5.51,0.87,73.64,95.23,东风,1.0,4.5,2022-01-06
0.0,87.2,1.45,3.44,7.57,1.85,6.82,4.16,1.34,240.11,6.48,4.56,4.48,4.67,5.71,1.51,67.04,96.15,西南风,1.0,4.99,2022-01-07
0.0,82.38,0.38,3.46,8.82,-0.28,6.43,4.27,2.29,247.58,7.63,3.54,3.78,4.61,5.94,0.74,56.53,96.73,西风,2.0,5.88,2022-01-08
0.0,89.58,1.88,2.07,7.4,-2.38,6.38,4.85,1.64,59.48,10.61,3.87,3.99,4.64,5.96,0.54,59.67,96.51,东北风,2.0,8.17,2022-01-09
0.0,88.3,0.0,3.29,5.76,1.86,6.81,4.41,1.37,90.65,9.53,5.14,5.0,5.33,6.2,1.54,44.91,98.79,东风,1.0,7.34,2022-01-10
0.0,90.55,0.0,0.14,2.9,-2.45,5.59,4.23,1.31,102.64,12.14,2.89,3.09,4.21,6.04,-1.22,38.37,94.66,东风,1.0,9.35,2022-01-11
0.0,67.91,4.46,3.8,11.74,-0.31,4.27,9.33,3.96,285.23,10.5,4.29,3.89,4.34,5.9,-1.57,27.41,94.68,西风,3.0,8.09,2022-01-12
0.0,63.74,7.44,0.8,6.79,-4.1,3.84,4.51,1.49,177.5,12.47,2.84,3.43,4.6,5.99,-5.29,26.22,94.05,南风,1.0,9.6,2022-01-13
0.0,68.92,1.76,-0.58,4.75,-2.9,3.99,1.89,0.89,126.64,10.36,0.99,2.18,3.87,5.66,-5.57,47.54,84.85,东南风,1.0,7.98,2022-01-14
0.0,60.6,7.58,4.69,14.23,-2.21,4.71,5.58,3.01,260.54,11.28,3.07,2.97,3.69,5.27,-2.27,33.64,78.99,西风,2.0,8.69,2022-01-15
0.0,62.83,5.82,1.4,6.93,-2.27,4.1,4.4,1.29,86.34,11.98,2.98,3.52,4.35,5.51,-4.9,34.03,84.92,东风,1.0,9.22,2022-01-16
0.0,66.11,6.64,0.23,6.35,-3.97,3.89,2.95,1.11,72.46,12.43,2.08,2.66,3.85,5.34,-5.35,37.84,89.36,东风,1.0,9.57,2022-01-17
0.0,73.32,5.96,0.67,8.81,-4.44,4.64,4.98,1.7,241.81,12.45,1.46,2.08,3.47,5.12,-3.55,46.33,88.41,西南风,2.0,9.59,2022-01-18
0.0,75.52,0.0,1.09,6.41,-3.32,4.9,4.63,2.28,73.09,12.52,1.58,2.08,3.32,4.97,-2.74,46.75,89.62,东风,2.0,9.64,2022-01-19
0.0,68.83,0.0,-0.71,2.22,-1.75,4.0,5.93,3.9,81.92,2.77,1.03,1.95,3.34,4.96,-5.71,68.83,85.73,东风,3.0,2.13,2022-01-20
3.57,84.14,0.0,-2.47,-1.64,-3.4,4.3,3.86,2.26,79.62,3.3,0.24,1.13,2.67,4.58,-4.78,84.14,99.82,东风,2.0,2.54,2022-01-21
3.43,91.08,0.0,-1.15,-0.01,-2.16,5.15,2.44,0.8,82.29,6.49,0.89,1.51,2.66,4.41,-2.42,78.58,98.81,东风,1.0,5.0,2022-01-22
3.87,92.42,0.0,-0.42,1.02,-1.1,5.46,2.16,0.48,130.43,3.46,1.09,1.7,2.78,4.47,-1.5,91.51,100.0,东南风,1.0,2.66,2022-01-23
1.15,90.32,0.0,-0.13,1.82,-1.06,5.46,2.21,0.93,198.57,7.23,1.04,1.59,2.69,4.46,-1.52,82.87,100.0,南风,1.0,5.57,2022-01-24
0.0,88.7,2.71,0.54,6.44,-3.23,5.68,3.79,2.1,241.91,10.15,1.25,1.81,2.81,4.42,-1.11,64.17,99.29,西南风,2.0,7.82,2022-01-25
0.68,90.34,0.0,0.79,2.03,-0.18,5.8,4.59,2.14,72.33,6.65,1.8,2.24,3.03,4.55,-0.61,68.36,96.52,东风,2.0,5.12,2022-01-26
1.34,88.42,0.0,1.03,3.06,0.12,5.76,2.12,0.97,77.59,9.11,2.49,2.81,3.34,4.58,-0.66,60.45,96.85,东风,1.0,7.01,2022-01-27
2.2,93.6,0.0,0.02,0.71,-0.48,5.69,2.71,1.24,131.64,5.81,1.92,2.42,3.33,4.7,-0.89,80.62,98.67,东南风,1.0,4.47,2022-01-28
0.0,91.45,0.0,0.44,3.04,-1.49,5.79,2.06,0.89,225.72,9.17,2.18,2.49,3.25,4.65,-0.79,59.52,99.18,西南风,1.0,7.06,2022-01-29
0.0,84.8,1.61,1.72,5.09,-1.41,5.79,5.27,2.24,258.8,12.75,3.01,3.11,3.58,4.72,-0.56,47.45,97.2,西风,2.0,9.82,2022-01-30
0.0,48.15,9.3,2.47,7.85,-1.71,3.3,6.01,2.87,274.57,14.96,3.1,3.22,3.75,4.79,-7.38,18.23,68.72,西风,2.0,11.52,2022-01-31
0.0,45.68,8.53,1.72,5.98,-3.29,3.02,4.81,1.71,31.24,14.58,2.77,2.95,3.71,4.77,-8.74,26.66,72.69,东北风,2.0,11.23,2022-02-01
0.0,61.17,7.4,1.53,8.46,-3.55,3.99,4.77,1.52,249.55,14.01,3.21,3.29,3.82,4.76,-5.13,22.95,86.05,西风,1.0,10.79,2022-02-02
0.0,64.41,8.59,1.73,9.38,-4.43,4.21,2.14,1.05,69.27,14.67,3.28,3.25,3.87,4.79,-4.26,32.37,86.21,东风,1.0,11.3,2022-02-03
0.0,60.7,8.27,1.97,7.45,-2.58,4.12,3.93,1.89,103.83,14.83,3.39,3.56,4.09,4.85,-4.81,36.46,83.07,东风,2.0,11.42,2022-02-04
0.0,49.22,6.5,0.65,6.32,-3.87,2.99,3.51,1.65,67.31,13.39,2.34,2.91,3.84,4.85,-8.77,27.07,81.81,东北风,2.0,10.31,2022-02-05
0.0,48.91,0.47,1.45,6.14,-2.79,3.22,3.14,0.89,53.34,11.68,2.47,2.74,3.59,4.65,-8.12,27.85,75.3,东北风,1.0,8.99,2022-02-06
0.0,47.89,4.07,2.93,7.27,-1.47,3.47,3.09,1.5,60.89,12.18,4.37,4.19,4.21,4.78,-7.02,38.32,87.4,东北风,1.0,9.38,2022-02-07
